target,platform,amount,bribe_platform
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,balancer,129.6202,hiddenhand
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,aura,0.0000,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,321.7081,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,0.0000,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,balancer,110.3751,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,aura,0.0000,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,595.7712,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,1114.0104,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,866.0264,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,1928.8314,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,2391.3917,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,balancer,815.4500,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,aura,0.0000,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1742.7024,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,5682.9313,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,653.4388,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,0.0000,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,908.2312,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,2135.7178,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,balancer,847.0923,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,aura,0.0000,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,882.3031,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,3065.0878,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,balancer,756.9015,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,aura,0.0000,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,balancer,581.8949,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1088.0637,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,balancer,817.7134,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,aura,1529.0120,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,525.6766,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,982.9432,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,18571.18648085288651034600473,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,156.4705756897572401389532068,
