,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,3914.90,3234.1767,1741.4798,5336.8996,3557.1887,1779.7109,361.2432,0,2024-09-27 00:38:55+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,284.23,234.8081,126.4351,0,0,0,-361.2432,0,2024-09-27 01:48:39+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-23 16:59:44+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,14039.94,8822.7408,4750.7066,13768.6877,9585.6451,4183.0427,195.2403,0,2024-09-24 13:57:11+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,10620.43,6673.9104,3593.6440,10415.2427,7350.4829,3064.7600,147.6883,0,2024-09-26 11:01:47+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,10114.45,6355.9510,3422.4352,9919.0384,0,9919.0382,140.6522,0,2024-09-25 20:42:35+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,5790.04,3638.4787,1959.1808,5678.1761,4193.0991,1485.0770,80.5166,0,2024-09-27 06:52:11+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,5141.88,3231.1730,1739.8624,5042.5386,3769.4295,1273.1090,71.5033,0,2024-09-27 07:55:11+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,5080.93,3192.8718,1719.2387,4982.7662,3729.5896,1253.1767,70.6557,0,2024-09-26 01:56:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,4669.12,2934.0891,1579.8942,4578.9124,3460.4099,1118.5024,64.9291,0,2024-09-27 07:30:59+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,4085.60,2567.4034,1382.4480,4006.6660,3078.9922,927.6738,56.8146,0,2024-09-24 10:33:59+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,3988.90,2506.6368,1349.7275,3911.8343,3015.7843,896.0500,55.4699,0,2024-09-26 20:55:35+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,3389.63,2130.0538,1146.9520,3324.1422,2624.0714,700.0707,47.1364,0,2024-09-26 23:24:23+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,3303.25,2075.7723,1117.7235,3239.4312,2567.6093,671.8219,45.9353,0,2024-09-26 16:31:59+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,3275.04,2058.0451,1108.1781,3211.7661,2549.1698,662.5964,45.5429,0,2024-09-16 16:14:47+00:00
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,1904.48,1196.7810,644.4205,1867.6853,1653.3035,214.3817,26.4838,0,2024-09-27 03:18:23+00:00
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,1882.52,1182.9813,636.9899,1846.1498,1638.9494,207.2003,26.1786,0,2024-09-27 05:10:23+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,1592.16,1000.5182,538.7406,1561.3993,1449.1556,112.2439,22.1406,0,2024-09-23 00:45:59+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,1461.90,918.6624,494.6644,1433.6560,1364.0112,69.6449,20.3292,0,2024-09-25 07:38:59+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1384.85,870.2439,468.5929,1358.0945,1313.6474,44.4474,19.2577,0,2024-08-26 16:44:59+00:00
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,1113.15,699.5068,376.6575,1091.6440,1091.6440,0.0000,15.4796,0,2024-09-25 17:08:59+00:00
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1038.50,652.5965,351.3981,1018.4362,1018.4361,0.0000,14.4415,0,2024-09-26 08:41:35+00:00
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,608.25,382.2261,205.8141,596.4985,0,596.4985,8.4583,0,2024-09-26 18:26:35+00:00
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,524.80,329.7859,177.5770,514.6608,0,514.6607,7.2979,0,2024-09-27 08:22:59+00:00
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,495.66,311.4742,167.7169,0,0,0,-479.1911,0,2024-09-23 02:20:23+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,447.75,281.3675,151.5056,0,0,0,-432.8730,0,2024-09-18 22:13:59+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,143.07,89.9056,48.4107,0,0,0,-138.3163,0,2024-09-26 05:48:23+00:00
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,124.39,78.1671,42.0900,0,0,0,-120.2570,0,2024-09-25 18:58:59+00:00
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,11.91,7.4843,4.0300,0,0,0,-11.5143,0,2024-09-25 02:47:23+00:00
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-07-03 10:12:35+00:00
0x47a4f5440ab097cf3ec7abeedf1afecc5749a4e200000000000000000000068d,mainnet,aETH/wstETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-10 05:44:35+00:00
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-08-15 17:50:47+00:00
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-10 06:23:47+00:00
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-07-02 09:27:47+00:00
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-10 06:19:23+00:00
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-27 04:00:23+00:00
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,5160.24,9596.4170,5167.3015,14763.7184,9840.4197,4923.2987,0.0000,0,2024-09-26 23:06:00+00:00
0x71e1179c5e197fa551beec85ca2ef8693c61b85b0002000000000000000000a0,gnosis,ECLP-rETH-WETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-27 09:40:30+00:00
0x8dd4df4ce580b9644437f3375e54f1ab0980822800020000000000000000009c,gnosis,ECLP-wstETH-WETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-27 09:48:25+00:00
