target,platform,amount,bribe_platform
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,256.1984,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,0.0000,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,778.2725,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,0.0000,hiddenhand
0xD3Ea1345352047bD039BaC9d4177c883E06D449d,balancer,0.0000,hiddenhand
0xD3Ea1345352047bD039BaC9d4177c883E06D449d,aura,1676.2338,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,808.4607,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,1660.5686,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,1932.0364,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1740.6868,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,3929.3247,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,612.4872,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,0.0000,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,798.8746,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1610.5855,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,995.4047,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,3121.5571,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,balancer,648.9851,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,aura,0.0000,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,balancer,770.3923,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1462.4413,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,balancer,672.6228,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,aura,1276.8448,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,1004.1951,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,0.0000,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,balancer,971.4604,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,aura,0.0000,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,72729.72270777320729246338792,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,102.0806812469145366052755075,
