target,platform,amount
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,9421.08
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,7873.74
0x79eF6103A513951a3b25743DB509E267685726B7,aura,15052.88
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,12580.57
0xee01c0d9c0439c94D314a6ecAE0490989750746C,aura,0.00
0xee01c0d9c0439c94D314a6ecAE0490989750746C,balancer,614.93
0x4D4264aebf65Bb1727bb5438E0b2Aaf86186DA50,aura,1545.56
0x4D4264aebf65Bb1727bb5438E0b2Aaf86186DA50,balancer,1291.72
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,1676.99
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,1401.56
0x10a361766e64D7983a97202ac3a0F4cee06Eb717,aura,0
0x10a361766e64D7983a97202ac3a0F4cee06Eb717,balancer,0
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,aura,0.00
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,balancer,538.38
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,aura,1676.34
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,balancer,1401.01
0x95201B61EF19C867dA0D093DF20021e1a559452c,aura,0
0x95201B61EF19C867dA0D093DF20021e1a559452c,balancer,0
0x87012b0C3257423fD74a5986F81a0f1954C17a1d,aura,0
0x87012b0C3257423fD74a5986F81a0f1954C17a1d,balancer,0
0x2C2179abce3413E27BDA6917f60ae37F96D01826,aura,759.92
0x2C2179abce3413E27BDA6917f60ae37F96D01826,balancer,635.11
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,1691.12
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,1413.37
0xdf54d2Dd06F8Be3B0c4FfC157bE54EC9cca91F3C,aura,1460.86
0xdf54d2Dd06F8Be3B0c4FfC157bE54EC9cca91F3C,balancer,1220.92
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,3343.05
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,2793.98
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,4722.81
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,3947.13
0x274fDa0D445097DCcC55c7F7EF85bFd3877a132e,aura,0
0x274fDa0D445097DCcC55c7F7EF85bFd3877a132e,balancer,0
0x6A58e7C904eCF991A3183d28FC73bE90732B7a30,aura,0.00
0x6A58e7C904eCF991A3183d28FC73bE90732B7a30,balancer,586.62
0x17748Aa07A6a1Be2ACE8bCC546919C006B40De34,aura,0
0x17748Aa07A6a1Be2ACE8bCC546919C006B40De34,balancer,0
0xF22BbdAd6B3Dd9314BdF97724DF32b09Ff95C216,aura,0.00
0xF22BbdAd6B3Dd9314BdF97724DF32b09Ff95C216,balancer,574.63
0x70754AB20c63cc65Ea12206CF28342723d731aC6,aura,0.00
0x70754AB20c63cc65Ea12206CF28342723d731aC6,balancer,645.74
0x08e179Cf6F2Ca5dff67E93CdfBE2a29B2d8A27F7,aura,0
0x08e179Cf6F2Ca5dff67E93CdfBE2a29B2d8A27F7,balancer,0
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,4650.52
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,3886.72
0xF6A7ad46b00300344C7d4739C0518db70e722DC4,aura,548.97
0xF6A7ad46b00300344C7d4739C0518db70e722DC4,balancer,458.81
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,4885.48
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,4083.09
0x00b9bcd17cB049739D25FD7f826caA2E23b05620,aura,1411.20
0x00b9bcd17cB049739D25FD7f826caA2E23b05620,balancer,1179.43
0xb6d101874B975083C76598542946Fe047f059066,aura,2014.03
0xb6d101874B975083C76598542946Fe047f059066,balancer,1683.25
0x56c0626E6E3931af90EbB679A321225180d4b32B,aura,2361.55
0x56c0626E6E3931af90EbB679A321225180d4b32B,balancer,1973.69
0xBb1a15dfd849bc5a6F33C002999c8953aFA626Ad,aura,515.50
0xBb1a15dfd849bc5a6F33C002999c8953aFA626Ad,balancer,430.84
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,2892.21
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,2417.19
0x49f530b45Ae792CDF5Cbd5D25C5a9b9e59C6c3B8,aura,1204.05
0x49f530b45Ae792CDF5Cbd5D25C5a9b9e59C6c3B8,balancer,1006.30
0x671eD21480acf63b0AB7297b901505F5BccAfa9b,aura,1629.18
0x671eD21480acf63b0AB7297b901505F5BccAfa9b,balancer,1361.61
0x25DDcad849de576c2A6c124984cE59e62739156D,aura,0
0x25DDcad849de576c2A6c124984cE59e62739156D,balancer,0
0xB66E8D615F8109cA52D47D9cB65Fc4edcF9c1342,aura,1579.86
0xB66E8D615F8109cA52D47D9cB65Fc4edcF9c1342,balancer,1320.39
0x4e15b9184553740f5C822bd3d6169029D302e63e,aura,0
0x4e15b9184553740f5C822bd3d6169029D302e63e,balancer,0
0xa8Bb331a84032b156E5c670152A5Bd48f5DeC784,aura,0
0xa8Bb331a84032b156E5c670152A5Bd48f5DeC784,balancer,0
0x62A82FE26E21a8807599374CaC8024fae342eF83,aura,931.87
0x62A82FE26E21a8807599374CaC8024fae342eF83,balancer,778.81
0xBE0FC6A0cc4eeeB168dfbDA75523c43dFE7D1F9C,aura,0
0xBE0FC6A0cc4eeeB168dfbDA75523c43dFE7D1F9C,balancer,0
0x2aBd1863C84CdfEA63581D5b4BAb89B690B39DdF,aura,0
0x2aBd1863C84CdfEA63581D5b4BAb89B690B39DdF,balancer,0
0xD103Dd49B8051A09B399A52E9A8aB629392dE2fb,aura,626.14
0xD103Dd49B8051A09B399A52E9A8aB629392dE2fb,balancer,523.31
0x82bcaD0C8F51D88ec339141F0d8953Bc25cc3d8c,aura,1288.63
0x82bcaD0C8F51D88ec339141F0d8953Bc25cc3d8c,balancer,1076.99
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,4404.10
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,3680.76
0xefF145872582721e1b33931d61c3fE9C1ca66690,aura,0.00
0xefF145872582721e1b33931d61c3fE9C1ca66690,balancer,698.62
0xd75026F8723b94d9a360A282080492d905c6A558,aura,0.00
