target,platform,amount,bribe_platform
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,aura,1706.8359,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,937.0059,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,101.3067,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,1278.7400,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,balancer,276.6158,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,aura,1014.1229,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,1113.7226,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,0.0000,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,274.7110,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,1179.9200,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,0.0000,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,806.7563,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,balancer,647.2450,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,aura,1222.9192,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,433.4375,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,2288.7153,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,439.1618,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,aura,1983.1100,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,9185.1592,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,303.1118,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,3096.1534,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,101.9837,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,4721.9606,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,429.8679,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,2953.0157,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,11084.3887,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,733.9089,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,0.0000,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,6291.7527,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,42142.11212330790860643648818,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,709.6410257752726175472779464,
