target,platform,amount,bribe_platform
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,216.0282,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,375.9594,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000,hiddenhand
0x870D8Fd230a6261DB8d4C168038E55AE3a7Eb4B2,balancer,603.4367,hiddenhand
0x870D8Fd230a6261DB8d4C168038E55AE3a7Eb4B2,aura,0.0000,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,135.9044,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,1270.1390,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,994.3051,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,0.0000,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,0.0000,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,1311.7801,hiddenhand
0xDaCD99029b4B94CD04fE364aAc370829621C1C64,balancer,641.1994,hiddenhand
0xDaCD99029b4B94CD04fE364aAc370829621C1C64,aura,0.0000,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,balancer,87.2480,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,aura,1482.5592,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,1051.3775,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,437.0309,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,aura,889.4591,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,486.7842,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,990.7185,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,586.2093,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,2090.5942,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,991.3833,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,aura,8651.9785,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,7231.4334,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,1023.5418,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,5673.1752,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,1018.9950,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,4589.0799,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,952.8267,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,4418.0144,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,924.9747,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,12386.9261,hiddenhand
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,balancer,516.8751,hiddenhand
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,aura,0.0000,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,938.1195,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,587.2829,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,2050.0041,hiddenhand
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,balancer,553.2204,hiddenhand
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,aura,1826.1151,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,42878.40023559955008607773901,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,2771.682723032856933483891634,
