target,platform,amount,bribe_platform
0xeaDB24ebe7348F716780C162C56b61Bef8283455,balancer,86.7267,hiddenhand
0xeaDB24ebe7348F716780C162C56b61Bef8283455,aura,0.0000,hiddenhand
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,balancer,250.0814,hiddenhand
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,aura,0.0000,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,400.9251,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,0.0000,hiddenhand
0xAB39b84287769481d7D004E17AC3875248d3C631,balancer,91.0064,hiddenhand
0xAB39b84287769481d7D004E17AC3875248d3C631,aura,0.0000,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,balancer,181.4223,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,aura,0.0000,hiddenhand
0x1B7E33186C7e9C337508bB65EA9dc498aB14fcAE,balancer,643.5328,hiddenhand
0x1B7E33186C7e9C337508bB65EA9dc498aB14fcAE,aura,0.0000,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,1502.0688,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,4320.0391,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,0.0000,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,977.2195,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,balancer,667.8289,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,aura,0.0000,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,balancer,583.4117,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1174.6642,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,274.5583,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,820.4957,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,balancer,211.9142,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,aura,1424.0543,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,balancer,826.9352,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,aura,0.0000,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,600.1520,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,1297.3510,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,8598.0554,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,2220.5053,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,5877.6968,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,1032.1854,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,0.0000,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,616.1926,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1351.0760,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,18726.35273179505023430679652,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,566.9307419522376149122047182,
