target,platform,amount,bribe_platform
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,939.3990,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,0.0000,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,balancer,0.0000,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,aura,1523.3959,hiddenhand
0x5c13C3b72b031b6405046C319B2D840d3C1403c7,balancer,634.3667,hiddenhand
0x5c13C3b72b031b6405046C319B2D840d3C1403c7,aura,0.0000,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,balancer,127.5333,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,aura,1006.4176,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,balancer,0.0000,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1075.2477,hiddenhand
0xeb312b0d7795743C3DE905bc09c0D62aA180A7a6,balancer,858.8442,hiddenhand
0xeb312b0d7795743C3DE905bc09c0D62aA180A7a6,aura,0.0000,hiddenhand
0x40B04058fF35fD3164E6cc66C4E6398c1E5E68c8,balancer,594.3656,hiddenhand
0x40B04058fF35fD3164E6cc66C4E6398c1E5E68c8,aura,0.0000,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,835.6439,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,0.0000,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,balancer,800.6914,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,aura,0.0000,hiddenhand
0x1B7E33186C7e9C337508bB65EA9dc498aB14fcAE,balancer,1149.7356,hiddenhand
0x1B7E33186C7e9C337508bB65EA9dc498aB14fcAE,aura,0.0000,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,2212.4466,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,6842.8197,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,1224.7712,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,2492.6932,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,921.1570,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1716.4033,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,3493.2783,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,690.4179,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,1405.1604,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,751.2382,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1528.9438,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,590.8864,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,1202.5908,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,13336.10420554674510975208856,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,608.4413742705605576607213071,
