target,platform,amount,bribe_platform
0x9b237fA1958E3022464343137738926d38815801,balancer,667.2036,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1260.6296,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,1164.1022,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,0.0000,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,balancer,0.0000,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,aura,1574.0880,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,balancer,968.1666,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,aura,0.0000,hiddenhand
0x1B7E33186C7e9C337508bB65EA9dc498aB14fcAE,balancer,665.1580,hiddenhand
0x1B7E33186C7e9C337508bB65EA9dc498aB14fcAE,aura,0.0000,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,1219.4605,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,3560.8407,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,910.7210,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,0.0000,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,balancer,821.8389,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,aura,0.0000,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,1003.7208,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,2489.5187,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,1974.4025,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1130.5481,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,3503.3491,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,1008.3532,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,0.0000,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,554.9217,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1252.2909,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,balancer,611.4082,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,aura,0.0000,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,455.9484,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,861.4791,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,23075.32460711665541640488465,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,486.9212837658967796375021562,
