target,platform,amount,bribe_platform
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,468.7777,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,883.0877,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,646.3215,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,2567.4045,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,balancer,716.5577,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,aura,0.0000,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,1080.2410,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,0.0000,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,balancer,1128.5035,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,aura,0.0000,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,balancer,594.4349,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1119.8020,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,balancer,781.2983,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,aura,1471.8171,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,215.9148,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,0.0000,hiddenhand
0xA67fBb1E751E0C6ECd9a213c960A11fd4b3B691D,balancer,1083.2988,hiddenhand
0xA67fBb1E751E0C6ECd9a213c960A11fd4b3B691D,aura,2220.7788,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,705.7319,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,1420.3402,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,1691.7083,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,2064.2283,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,4517.2672,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,437.4315,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,865.7216,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,670.9550,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1337.9037,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,balancer,776.9857,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,aura,0.0000,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,47316.52249068884131053126911,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,156.4127625510257635660064400,
