target,platform,amount,bribe_platform
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,balancer,107.8057,hiddenhand
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,aura,0.0000,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,312.9141,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,0.0000,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,balancer,162.4985,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,aura,0.0000,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,587.1222,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,1127.6301,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,742.2574,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,2365.5033,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,2899.2587,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,balancer,740.1163,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,aura,0.0000,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,575.4654,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,2919.7873,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,623.2838,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,0.0000,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,490.8881,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1279.5205,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,balancer,899.9620,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,aura,0.0000,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,1498.0861,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,2877.2323,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,balancer,532.1780,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1022.1039,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,balancer,458.0882,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,aura,879.8068,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,547.1662,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,1050.8904,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,14184.95935217596295897930800,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,124.9754,
