target,platform,amount,bribe_platform
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,1024.0563,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,0.0000,hiddenhand
0x870D8Fd230a6261DB8d4C168038E55AE3a7Eb4B2,balancer,619.3751,hiddenhand
0x870D8Fd230a6261DB8d4C168038E55AE3a7Eb4B2,aura,0.0000,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,601.6022,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,0.0000,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,244.8997,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,829.8211,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,balancer,106.8630,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,aura,1057.3318,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,201.7796,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,957.6876,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,245.9156,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,175.7580,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,aura,1428.9187,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,1101.8277,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,balancer,650.0940,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,aura,1308.9251,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,313.8477,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,1334.7588,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,441.0263,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,aura,4800.5203,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,6925.6175,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,431.3326,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,2481.4417,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,169.3602,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,5913.8506,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,462.5710,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,2515.5931,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,630.0240,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,9748.2086,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,209.9323,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,837.7772,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,450.2654,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,3049.1820,hiddenhand
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,balancer,977.4450,hiddenhand
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,aura,0.0000,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,35532.10809630794802294287463,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,725.3671215555677493055445850,
