target,platform,amount,bribe_platform
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,aura,1759.7882,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,1200.9530,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,718.1957,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,0.0000,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,0.0000,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,1177.9759,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,balancer,0.0000,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,aura,1067.2765,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,909.9455,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,0.0000,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,613.4189,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,balancer,578.8906,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,aura,1082.4460,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,313.6761,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,902.0015,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,1686.6191,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,262.2139,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,3135.0415,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,317.7892,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,aura,2342.5857,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,8930.5522,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,320.3183,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,2506.2686,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,0.0000,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,7967.2430,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,305.6900,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,2809.1113,hiddenhand
0x80A423a65a6a630943D9A34b8b78943af00c98cD,balancer,265.9345,hiddenhand
0x80A423a65a6a630943D9A34b8b78943af00c98cD,aura,1411.2420,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,971.9483,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,8760.2058,hiddenhand
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,balancer,194.0531,hiddenhand
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,aura,844.1643,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,578.4888,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,261.5237,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,1260.2207,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,24736.77577583694516917502050,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,2037.123370578309674524982682,
