,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,2352.99,3367.7329,1813.3946,5422.3273,3648.4817,1773.8456,241.1998,0,2024-10-24 16:51:05+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,109.54,156.7799,84.4199,0,0,0,-241.1998,0,2024-10-24 18:25:34+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,21050.59,14832.7530,7986.8670,23066.6488,15930.2972,7136.3516,247.0289,0,2024-10-24 12:58:47+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,14535.74,10242.2327,5515.0484,15927.8581,11126.8712,4800.9868,170.5771,0,2024-10-24 19:36:23+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,8462.60,5962.9519,3210.8202,9273.0808,0,9273.0808,99.3087,0,2024-10-24 19:59:35+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,7331.79,5166.1559,2781.7763,8033.9707,5815.3690,2218.6018,86.0385,0,2024-10-24 02:06:47+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,6858.18,4832.4389,2602.0825,7515.0023,5466.1745,2048.8280,80.4809,0,2024-10-24 18:34:35+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,6828.42,4811.4693,2590.7911,7482.3919,5444.2322,2038.1597,80.1315,0,2024-10-24 14:07:35+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,5178.08,3648.5999,1964.6307,5673.9956,4227.4297,1446.5659,60.7649,0,2024-10-24 18:33:47+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,4276.92,3013.6209,1622.7189,4686.5295,3563.0006,1123.5289,50.1897,0,2024-10-23 10:23:59+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,3549.73,2501.2253,1346.8136,3889.6950,3026.8405,862.8546,41.6561,0,2024-10-24 12:53:11+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2998.65,2112.9210,1137.7267,3285.8369,2620.5270,665.3101,35.1891,0,2024-10-13 17:10:23+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,2504.68,1764.8579,950.3081,2744.5584,2256.3207,488.2376,29.3924,0,2024-10-21 22:15:23+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,2277.16,1604.5418,863.9841,2495.2484,2088.5693,406.6791,26.7225,0,2024-10-24 11:01:59+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,1920.34,1353.1178,728.6019,2104.2548,1825.4844,278.7705,22.5351,0,2024-10-23 12:16:35+00:00
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,1836.27,1293.8801,696.7047,2012.1334,1763.4992,248.6342,21.5486,0,2024-10-23 17:31:59+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1257.61,886.1423,477.1536,1378.0538,1336.8508,41.2030,14.7579,0,2024-10-24 13:11:35+00:00
